Año;Mes;Código;Descripción;Rep.;Reg. I;Reg. II;Reg. III;Reg. IV;Reg. V;Reg. VI;Reg. VII;Reg. VIII
2024;Julio;313201;Hilos;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;314101;Lavado;104.11;101.26;100.00;102.28;101.84;103.84;105.60;119.54;105.32
2024;Julio;321101;Zapato acordonado para hombre;100.51;100.00;100.00;105.20;100.00;100.00;100.00;100.00;100.00
2024;Julio;321102;Zapato tipo mocasín para hombre;101.71;102.37;101.27;99.89;103.46;100.68;102.03;104.00;99.91
2024;Julio;321103;Botas y botines para hombre;101.46;99.35;100.00;109.55;100.00;100.00;93.69;103.28;100.00
2024;Julio;321104;Tenis (Zapatillas) para hombre;101.16;100.28;100.00;110.24;100.00;99.54;99.71;100.00;100.00
2024;Julio;321105;Sandalias (chanclas, caites, pantuflas) para hombre;99.40;98.11;100.00;100.00;100.00;100.00;100.44;100.00;97.36
2024;Julio;321201;Zapatos casuales para mujer;102.28;101.30;102.45;99.69;102.24;102.07;102.25;103.08;103.42
2024;Julio;321202;Zapatos de tacón alto y bajo para mujer;99.62;99.38;100.00;100.67;104.74;96.22;102.65;95.21;99.41
2024;Julio;321203;Sandalias con o sin tacón para mujer;99.92;99.43;100.00;100.00;100.00;100.00;99.67;100.00;100.00
2024;Julio;321204;Botas o botines con y sin tacón para mujer;100.55;100.03;100.00;96.36;100.00;101.87;101.27;102.82;100.00
2024;Julio;321205;Chanclas, caites, pantuflas para mujer;100.79;99.14;100.00;100.00;100.00;106.63;106.76;100.00;98.23
2024;Julio;321206;Tenis (Zapatillas) para mujer;100.26;102.39;100.35;94.21;99.21;102.18;102.08;100.49;100.00
2024;Julio;321301;Zapatos casuales (incluye sandalias, chanclas, caites y pantuflas) para niños (menores a 13 años);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;321302;Zapatos escolares para niños (menores a 13 años);101.18;100.65;100.88;101.14;108.27;100.29;100.63;99.76;98.66
2024;Julio;321303;Tenis (Zapatillas) para niños (menores a 13 años);98.84;100.00;100.00;86.60;100.00;100.00;103.00;100.00;100.00
2024;Julio;4;VIVIENDA, AGUA, ELECTRICIDAD, GAS Y OTROS;96.96;99.04;96.00;95.82;94.18;96.39;96.33;97.45;95.09
2024;Julio;411101;Alquiler de vivienda;100.85;101.14;100.11;100.92;100.16;101.07;101.95;100.00;100.22
2024;Julio;431101;Pintura (de agua o aceite);101.10;101.32;100.67;98.13;102.85;100.80;100.61;100.82;102.91
2024;Julio;431102;Cemento;100.60;99.84;99.95;99.93;102.01;101.64;100.74;100.83;99.84
2024;Julio;431103;Cal;99.94;100.00;100.00;101.43;100.00;97.79;99.77;99.52;100.00
2024;Julio;431104;Block;100.66;104.71;100.00;100.89;100.00;101.38;98.24;101.17;100.91
2024;Julio;431105;Otros productos y materiales para reparación y mantenimiento;98.17;98.11;98.35;95.95;95.94;103.45;96.04;100.25;97.59
2024;Julio;431106;Artículos de plomería;99.31;98.56;99.72;100.39;100.00;98.83;97.17;98.36;100.00
2024;Julio;431107;Madera;99.69;99.91;100.00;100.00;100.00;100.00;98.57;100.00;100.00
2024;Julio;431108;Pisos;99.54;100.00;103.23;100.00;99.27;100.00;98.76;100.00;98.33
2024;Julio;431109;Puertas y ventanas;100.17;100.00;100.00;100.00;100.00;101.33;100.00;100.00;100.00
2024;Julio;432101;Servicios de mantenimiento y reparación de viviendas;101.57;105.64;100.88;98.22;100.43;100.00;110.00;100.00;102.80
2024;Julio;432102;Servicio de vigilancia residencial;100.03;100.02;0.00;100.00;104.56;100.00;100.00;0.00;0.00
2024;Julio;441101;Pago por consumo de agua;102.96;98.58;100.00;100.08;99.90;100.00;100.00;100.00;120.34
2024;Julio;441201;Compra de agua para el hogar por otros medios (no agua para beber);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;442001;Pago por servicio de recolección de basura;104.96;110.89;100.00;100.00;100.00;105.27;102.61;100.00;100.00
2024;Julio;451001;Consumo de energía eléctrica;87.56;95.79;82.66;88.12;87.06;86.76;87.69;86.79;83.77
2024;Julio;452201;Gas en contenedores;89.98;91.31;95.65;88.33;84.68;88.49;94.17;95.07;85.70
2024;Julio;454101;Carbón;101.44;108.18;105.97;98.97;101.19;96.75;99.90;103.14;95.24
2024;Julio;454201;Leña;101.40;101.63;100.04;106.76;100.17;109.74;99.43;100.00;100.00
2024;Julio;454202;Ocote;100.23;102.18;101.44;100.00;98.37;100.07;100.71;100.00;100.00
2024;Julio;5;MOBILIARIO, EQUIPO Y MANTENIMIENTO DEL HOGAR;100.11;99.77;100.57;99.91;99.65;100.33;100.02;101.11;99.00
2024;Julio;511101;Muebles de sala;99.31;98.11;100.93;100.53;97.86;101.53;100.11;102.45;95.79
2024;Julio;511102;Muebles de comedor;98.82;99.27;99.95;96.85;99.14;98.59;97.82;94.37;100.53
2024;Julio;511103;Muebles de cocina;100.73;99.77;102.09;100.00;100.12;102.99;97.57;101.50;101.74
2024;Julio;511104;Muebles de dormitorio;99.71;101.41;100.75;99.76;97.48;98.11;100.95;100.23;99.36
2024;Julio;511401;Espejos;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;521101;Cortinas;100.31;99.93;100.12;101.62;100.13;100.77;100.00;100.00;100.00
2024;Julio;521201;Ropa de cama;100.06;100.46;100.00;100.00;100.00;98.83;101.18;100.00;100.24
2024;Julio;521202;Hamacas;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;521301;Manteles;101.41;100.57;100.00;102.21;100.00;100.00;105.88;100.00;100.00
2024;Julio;521302;Toallas de tela;99.67;101.85;100.00;99.95;100.00;100.00;96.35;100.00;100.00
2024;Julio;531101;Refrigeradores y refrigeradores de temperatura dual;96.77;99.29;99.77;94.03;99.81;94.17;97.49;98.54;93.03
2024;Julio;531102;Estufas;99.30;98.77;99.94;99.96;99.17;97.09;98.22;100.98;99.61
2024;Julio;531103;Hornos pequeños;97.77;95.34;98.61;97.21;99.56;97.11;93.53;97.21;103.79
2024;Julio;531201;Lavadoras;97.14;98.28;100.02;102.09;90.92;96.38;95.93;107.70;91.03
2024;Julio;532101;Licuadoras;98.83;100.09;101.11;98.79;94.82;99.92;96.19;98.00;101.50
2024;Julio;532901;Ventiladores;101.63;96.57;104.44;100.01;101.33;101.41;102.51;102.70;104.60
2024;Julio;540101;Vajillas;100.38;100.70;100.09;100.09;102.60;99.98;99.37;100.00;99.53
2024;Julio;540301;Ollas y cacerolas;103.20;100.78;100.22;100.88;109.54;100.59;102.52;109.67;100.44
2024;Julio;540302;Sartenes;101.91;100.11;97.93;103.55;105.14;104.45;102.43;101.09;102.21
2024;Julio;540303;Ollas a presión;99.93;100.35;97.51;94.47;102.98;102.83;100.32;96.95;99.94
2024;Julio;540304;Vasos y tazas de  plástico y melamina;100.94;101.56;100.00;100.00;100.00;100.00;107.92;100.00;100.00
2024;Julio;551001;Herramienta eléctrica;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;552101;Herramientas no motorizadas;101.15;99.78;101.96;99.62;101.31;100.79;100.78;102.59;100.47
2024;Julio;552201;Bombillas;99.98;101.03;98.42;100.00;100.00;107.35;102.93;97.15;97.54
2024;Julio;561101;Detergente en polvo o líquido;100.27;99.82;100.79;101.30;94.23;104.56;98.84;104.67;97.52
2024;Julio;561102;Jabón para ropa;98.91;94.03;100.18;98.16;100.46;99.66;99.17;98.52;97.66
2024;Julio;561103;Desinfectante;98.70;96.16;101.57;100.22;100.73;99.59;95.74;100.16;96.52
2024;Julio;561104;Cloro;101.95;99.47;101.67;100.72;104.25;102.98;101.05;101.59;103.33
2024;Julio;561105;Jabón para trastos en crema, líquido, trozo y polvo;99.61;100.78;98.33;98.28;98.78;99.55;98.99;101.01;101.97
2024;Julio;561106;Suavizantes de ropa;100.09;98.76;99.75;99.46;101.12;100.98;97.27;103.14;101.73
2024;Julio;561107;Escobas;100.47;99.79;99.20;100.58;100.94;98.11;102.14;101.71;100.63
2024;Julio;561108;Esponjas;102.61;102.00;112.76;101.64;100.70;98.88;103.98;103.41;102.91
2024;Julio;561901;Aromatizante ambiental;99.56;101.91;101.41;102.35;94.44;95.01;102.31;87.67;105.26
2024;Julio;561902;Insecticidas, pesticidas, fungicidas;102.09;107.17;99.64;99.69;101.50;98.62;107.18;102.44;102.89
2024;Julio;561903;Papel de cocina;100.51;101.49;102.94;100.01;106.76;93.25;102.46;99.12;98.81
2024;Julio;561904;Papel aluminio;98.34;99.19;101.92;95.07;101.70;99.78;99.51;100.10;94.66
2024;Julio;561905;Veladoras;99.50;100.13;97.17;100.04;101.68;99.63;98.72;100.00;102.61
2024;Julio;561906;Velas y candelas;99.67;100.00;100.00;99.83;100.00;100.00;99.36;103.25;91.98
2024;Julio;561907;Fósforos y/o cerillos;99.67;99.17;100.00;99.68;99.42;100.00;99.44;100.00;99.58
2024;Julio;561908;Lazos y cordeles para tender ropa;100.36;101.19;99.85;100.00;100.00;96.08;100.76;100.00;108.37
2024;Julio;562101;Servicio para el hogar;102.08;102.09;105.82;102.49;100.66;100.59;105.23;100.00;101.21
2024;Julio;6;SALUD;100.66;100.20;101.14;100.94;100.43;100.13;100.31;101.67;100.81
2024;Julio;611101;Acetaminofén (Paracetamol);99.41;97.72;99.70;102.44;99.66;99.52;98.86;97.46;99.04
2024;Julio;611102;Diclofenaco;100.09;100.00;100.00;100.00;100.00;100.00;100.22;100.54;99.96
2024;Julio;611103;Ibuprofeno;100.41;100.19;100.00;100.00;100.00;99.96;99.99;100.00;103.54
2024;Julio;611104;Ambroxol y Bromhexina;100.34;103.04;100.76;100.81;99.78;100.07;97.50;103.16;99.88
2024;Julio;611105;Dextrometorfano y/o guaifenesina;100.37;102.67;100.00;100.00;100.00;100.00;101.32;100.00;100.00
2024;Julio;611106;Losartán;100.36;99.65;100.00;101.31;100.00;100.00;100.18;99.96;100.00
2024;Julio;611107;Irbesartán;98.24;85.48;100.00;100.00;100.00;100.00;100.91;100.00;101.00
2024;Julio;611108;Valsartán;100.05;99.94;100.00;100.33;100.00;100.00;100.00;0.00;100.00
2024;Julio;611109;Enalapril;100.21;100.83;99.04;100.05;100.09;98.27;100.76;100.00;101.59
2024;Julio;611110;Medicamentos para la diabetes;99.84;101.44;99.80;97.46;97.59;103.42;98.50;100.14;100.67
2024;Julio;611111;Medicamentos neurológicos o neurofármacos;100.04;100.02;100.00;100.26;100.00;100.00;100.09;100.49;99.38
2024;Julio;611112;Medicamentos oftalmológicos;101.48;101.24;101.73;101.24;101.60;100.76;100.38;104.34;99.35
2024;Julio;611113;Medicamentos dermatológicos;101.11;100.44;106.51;101.34;100.00;100.00;101.30;100.00;101.20
2024;Julio;611114;Vitaminas, multivitamínicos y minerales;101.84;101.04;103.40;102.11;100.77;99.27;100.37;105.39;102.34
2024;Julio;611115;Medicamentos para huesos y articulaciones;101.89;99.97;100.00;110.49;100.00;99.97;96.04;100.00;100.00
2024;Julio;611116;Medicamentos relajantes musculares;101.52;101.37;103.89;102.43;100.00;100.00;101.58;105.28;100.22
2024;Julio;611117;Medicamentos gastrointestinales;100.19;97.19;102.79;98.96;100.77;97.95;104.39;100.72;99.60
2024;Julio;611118;Amoxicilina;100.26;101.22;100.28;99.84;101.91;99.70;99.56;99.81;100.12
2024;Julio;611119;Penicilina;100.47;100.52;100.00;100.37;100.00;100.00;101.19;100.00;101.65
2024;Julio;611120;Trimetoprim y/o sulfametoxazol;100.00;100.00;100.00;100.00;100.00;100.00;99.99;100.00;100.00
2024;Julio;611121;Alcohol medicinal;100.37;101.56;100.00;100.23;100.00;100.52;99.03;99.85;100.56
2024;Julio;611122;Mercuriocromo;99.99;99.95;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;611123;Mertiolate o metafe;100.54;100.00;100.00;100.00;100.00;100.00;100.13;100.00;105.90
2024;Julio;611124;Anticonceptivos (orales, inyectables, subdérmicos y subcutáneos);100.80;100.00;100.00;100.00;100.00;100.00;105.27;105.00;100.00
2024;Julio;611125;Loratadina;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;611201;Medicamentos naturales y homeopáticos;100.00;99.79;100.00;100.00;100.00;100.00;100.19;100.00;100.00
2024;Julio;612201;Dispositivos o productos terapéuticos;100.02;100.00;100.00;100.00;100.00;100.00;100.17;100.00;100.00
2024;Julio;612301;Otros dispositivos de tratamiento para uso personal;100.00;100.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00
2024;Julio;612302;Productos para botiquín;100.15;101.85;100.00;100.00;98.23;100.82;100.21;100.00;100.00
2024;Julio;613101;Lentes correctivos completos y por separado (aros o lentes);100.22;100.00;100.00;100.58;100.07;100.64;100.23;100.00;100.00
2024;Julio;613301;Productos para incontinencia;99.41;97.59;100.00;100.00;100.00;99.94;100.85;100.89;100.00
2024;Julio;621901;Consulta con ginecólogo y obstetra;101.51;100.28;99.77;101.64;101.50;103.79;101.27;101.08;102.65
2024;Julio;621902;Consulta con pediatra;103.54;101.26;100.00;102.69;113.06;100.28;102.50;102.51;100.00
2024;Julio;621903;Consulta con cardiólogo;100.44;102.86;99.58;99.31;100.09;100.69;100.72;99.82;99.84
2024;Julio;621904;Consulta con gastroenterólogo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;621905;Consulta con oftalmólogo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;621906;Consulta con endocrinólogo;99.25;91.67;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;621907;Consulta con traumatólogo;102.68;100.00;100.00;100.00;100.00;100.00;101.16;114.47;100.00
2024;Julio;621908;Consulta con neumólogo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;621909;Consulta con médico general internista;100.96;100.00;100.00;100.00;104.08;100.00;100.00;100.00;100.00
2024;Julio;622101;Limpieza dental;100.64;100.39;101.33;100.82;100.00;99.70;100.00;103.79;100.00
2024;Julio;622901;Servicio extracción dental;101.30;100.00;100.00;114.29;100.00;100.00;97.91;100.00;100.00
2024;Julio;622902;Servicio de relleno dental;101.67;100.00;100.65;104.23;100.12;100.98;101.93;103.17;102.83
2024;Julio;622903;Servicio de ortodoncia (Brackets y retenedores);99.91;100.73;100.00;101.40;100.00;95.71;98.54;100.00;100.00
2024;Julio;622904;Servicio de endodoncia;100.55;100.00;100.00;100.00;100.00;100.00;100.00;110.00;100.00
2024;Julio;622905;Servicio de implantes dentales;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;631001;Parto normal;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;631002;Parto con cesárea;100.00;100.00;0.00;100.00;100.00;100.00;100.00;100.00;0.00
2024;Julio;631003;Hospitalización sin cirugía;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;631004;Hospitalización con cirugía;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;631005;Hospitalización por cuadro respiratorio;100.00;100.00;0.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;641101;Exámenes de sangre;100.86;99.38;100.87;100.00;100.46;100.04;102.80;102.57;100.31
2024;Julio;641102;Otros exámenes de laboratorio;100.16;100.00;100.00;100.00;100.00;100.00;100.00;102.84;100.00
2024;Julio;641201;Radiografía;101.40;103.52;100.00;100.98;101.16;100.50;100.85;104.61;100.00
2024;Julio;641202;Ultrasonido;101.69;104.15;103.72;105.79;100.00;100.31;101.45;101.11;100.00
2024;Julio;641203;Electrocardiograma;101.31;101.48;100.12;100.00;99.66;100.00;100.00;100.10;114.47
2024;Julio;641204;Tomografía;100.05;100.55;100.00;100.00;100.00;100.00;99.99;100.00;100.00
2024;Julio;641205;Resonancia;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;7;TRANSPORTE;102.91;104.27;101.77;102.55;101.83;103.52;103.25;101.81;102.37
2024;Julio;711101;Vehículo nuevo;100.975837;100.872602;0.000000;100.875342;100.875342;100.875342;102.060757;100.875342;100.875342
2024;Julio;711102;Pick up nuevo;98.41;98.36;94.92;99.20;99.20;99.20;99.20;99.20;99.20
2024;Julio;711103;Camioneta nueva;100.08;106.51;104.85;98.63;98.63;98.63;98.63;98.63;98.63
2024;Julio;712001;Motocicleta;99.31;99.38;100.64;99.12;99.62;100.40;98.34;100.70;97.99
2024;Julio;713001;Bicicleta;100.11;100.20;100.33;99.31;99.81;99.88;100.54;99.80;101.43
2024;Julio;721101;Llantas nuevas;100.13;98.87;100.71;100.11;99.98;102.95;96.66;102.55;99.49
2024;Julio;721201;Baterías;100.63;100.56;101.81;101.53;102.91;97.02;98.79;100.01;100.12
2024;Julio;721202;Amortiguadores;100.46;100.15;99.86;100.32;103.11;99.45;101.76;96.71;99.61
2024;Julio;721203;Otros repuestos para equipo de transporte personal;100.02;100.00;100.00;100.00;100.00;100.00;100.18;100.00;100.00
2024;Julio;722101;Diesel;95.01;96.09;94.30;93.81;94.71;97.34;94.90;93.92;95.16
2024;Julio;722201;Gasolina;108.73;110.28;110.22;108.52;105.98;109.49;108.88;109.05;107.82
2024;Julio;722401;Aceite de motor;100.53;99.51;100.39;99.74;101.34;101.31;101.29;104.25;100.13
2024;Julio;722402;Líquido de frenos;98.83;95.68;100.00;99.76;99.84;100.00;98.72;100.00;100.03
2024;Julio;723101;Lavado y lustrado de vehículos;104.36;107.94;100.14;104.50;108.76;100.00;110.50;101.61;100.00
2024;Julio;723102;Servicio de pinchazo;102.89;102.98;100.13;102.38;106.60;97.34;104.80;103.77;103.82
2024;Julio;723103;Servicio menor;100.07;100.69;100.03;99.84;100.00;98.98;99.52;102.59;99.55
2024;Julio;723104;Servicio de frenos;100.52;99.97;100.08;101.84;100.00;100.64;101.91;100.68;100.00
2024;Julio;723105;Montaje de piezas/accesorios;100.10;100.67;103.56;100.00;100.00;100.00;99.16;100.00;100.00
2024;Julio;723106;Otros servicios de mantenimiento y reparación de vehículos;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;724101;Alquiler de estacionamiento;101.38;103.38;100.00;100.00;100.00;94.48;102.19;100.00;100.00
2024;Julio;724102;Pago de parqueo;100.43;100.54;100.00;100.08;100.15;100.98;100.32;100.00;100.00
2024;Julio;724301;Examen para obtención de licencia;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;724302;Renovación o reposición de licencia;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;732101;Transporte urbano (bus urbano, transmetro , transurbano);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;732102;Transporte interurbano nacional (departamentales, municipales);100.15;100.00;100.00;100.00;100.00;100.03;101.33;100.08;100.00
2024;Julio;732103;Taxi compartido/colectivo;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;732201;Taxi;105.22;103.09;100.10;106.01;100.08;102.18;103.37;104.30;120.97
2024;Julio;732202;Transporte particular/privado;100.39;107.37;100.00;100.00;100.00;100.00;100.00;100.00;99.67
2024;Julio;732301;Transporte escolar;101.10;101.86;100.00;100.00;100.37;100.96;105.63;101.00;100.37
2024;Julio;732901;Otros tipos de taxi;101.92;103.05;100.00;100.00;133.33;99.65;100.00;100.00;100.31
2024;Julio;733201;Transporte de pasajeros por aire en horarios internacionales y vuelos regulares;81.41;69.04;0.00;90.77;0.00;90.77;90.77;90.77;0.00
2024;Julio;741201;Servicio de paquetería nacional;100.19;103.56;100.00;99.93;100.33;98.67;99.05;100.00;99.91
2024;Julio;8;INFORMACIÓN Y COMUNICACIÓN;100.53;100.20;100.58;100.90;100.50;100.38;101.04;100.09;100.62
2024;Julio;812001;Teléfonos inteligentes;99.55;97.49;99.96;102.65;100.21;98.73;102.54;96.70;98.06
2024;Julio;813101;Computadoras;100.76;100.82;101.11;103.12;100.00;95.65;100.37;101.76;105.48
2024;Julio;813102;Tablets o tabletas electrónicas;98.55;96.54;89.96;100.00;102.33;100.00;92.26;100.79;108.20
2024;Julio;813201;Impresoras de uso doméstico;102.94;102.00;103.16;101.18;100.00;110.53;104.07;100.00;100.75
2024;Julio;814001;Televisores;98.60;98.45;99.42;99.99;97.55;101.73;97.38;94.70;100.30
2024;Julio;814002;Equipos de sonido para el hogar;98.23;98.45;96.99;102.22;99.72;95.24;94.57;97.96;104.02
2024;Julio;819201;Cargadores para dispositivos móviles;99.62;100.24;100.00;100.00;100.00;98.49;97.65;100.00;100.00
2024;Julio;831001;Servicio de telefonía fijo;99.11;98.48;98.48;98.48;98.48;98.48;103.29;98.48;98.48
2024;Julio;832001;Servicio de telefonía móvil post pago;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;832002;Servicio de telefonía móvil pre pago;101.75;101.75;101.75;101.75;101.75;101.75;101.75;101.75;101.75
2024;Julio;833001;Servicios de acceso a internet (por operadores de red con infraestructura cableada, inalámbrica o sa;99.47;96.57;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;834001;Paquetes con cualquier combinación de telecomunicación;100.89;101.68;99.86;99.85;99.87;99.86;104.21;99.83;99.89
2024;Julio;835001;Reparación de todo equipo de información y comunicación;99.70;100.76;100.00;100.00;100.00;100.00;100.01;100.00;94.04
2024;Julio;839201;Servicios de streaming (música y televisión/películas);99.85;100.31;99.49;99.49;99.49;99.49;99.49;99.65;99.49
2024;Julio;839202;Suscripción a Televisión por cable, TV satelital, IPTV y Televisión por pago;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;9;RECREACIÓN, DEPORTE Y CULTURA;100.36;99.74;100.90;100.31;100.86;100.66;100.62;100.66;99.62
2024;Julio;921101;Consolas de videojuegos;97.65;95.80;0.00;99.95;100.00;95.29;96.50;99.83;97.25
2024;Julio;921201;Muñecas, juguetes de peluche;98.73;98.96;99.85;99.81;99.74;99.88;97.83;100.35;92.85
2024;Julio;921202;Carros de juguete, trenes;100.84;96.89;100.58;99.94;106.55;100.00;102.29;100.99;100.00
2024;Julio;921203;Bicicletas para jugar y triciclos (para niños pequeños);100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;922101;Calzado específico para el juego (botas de esquí, zapatos de football, golf y similares);100.35;100.00;100.96;100.00;100.00;102.39;99.76;100.00;100.00
2024;Julio;931201;Flores interiores (naturales o artificiales, en floreros o no);99.65;100.12;100.00;100.00;101.91;101.52;94.81;100.00;100.00
2024;Julio;931202;Flores exteriores;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;932101;Compra de mascotas;100.15;100.00;100.00;100.00;102.17;100.00;98.58;100.00;100.00
2024;Julio;932102;Alimento para mascotas;99.70;100.25;105.98;98.06;99.84;100.06;99.17;99.04;96.98
2024;Julio;945001;Servicios veterinarios;102.11;100.28;107.67;100.00;107.29;102.70;100.03;100.00;100.19
2024;Julio;946201;Gimnasio;100.94;101.31;100.00;104.63;100.00;99.39;99.15;100.00;100.00
2024;Julio;946202;Lecciones deportes;100.49;101.66;100.45;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;961001;Cines;99.10;98.68;99.50;99.50;99.50;99.50;98.18;99.50;99.50
2024;Julio;971101;Libros de texto de educación formal;100.53;99.29;100.04;99.73;100.97;100.24;103.38;98.98;101.09
2024;Julio;971901;Libros religiosos;101.59;99.97;100.00;103.24;100.00;106.22;99.94;104.25;99.51
2024;Julio;971902;Libros complementarios;101.77;102.68;105.74;100.94;100.00;100.00;100.81;100.00;113.43
2024;Julio;972101;Diarios y periódicos nacionales;100.34;100.00;100.00;100.00;103.13;100.00;100.00;100.00;100.00
2024;Julio;974001;Lista de útiles escolares;100.09;99.91;100.00;101.76;100.00;100.00;99.68;100.00;100.00
2024;Julio;974002;Cuadernos;102.05;99.70;100.21;100.78;100.34;101.96;103.91;106.08;101.46
2024;Julio;974003;Papel para artes y para envolver;101.83;100.34;100.00;100.00;106.07;110.06;97.71;100.00;100.00
2024;Julio;974004;Hojas de cuadrícula, líneas, bond;99.30;97.26;99.99;102.86;103.22;96.73;97.89;99.31;100.64
2024;Julio;974005;Tijeras;100.01;100.73;100.15;100.50;100.18;98.07;100.16;100.00;100.08
2024;Julio;974006;Crayones y marcadores;99.81;99.56;99.44;101.86;99.77;99.04;99.69;100.78;98.57
2024;Julio;974007;Mochilas escolares;100.51;98.47;100.07;100.14;102.47;101.48;100.09;101.00;100.17
2024;Julio;974008;Lápices y lapiceros;100.05;99.19;101.01;99.02;101.36;99.28;98.74;101.86;99.76
2024;Julio;980001;Paquete turístico para viajar al extranjero;103.60;103.60;103.60;103.60;0.00;103.60;103.60;103.60;103.60
2024;Julio;10;SERVICIOS EDUCATIVOS;100.61;100.60;101.73;100.84;100.43;100.10;100.05;101.11;100.32
2024;Julio;1010101;Servicio de educación preprimaria;101.56;101.85;101.48;102.24;101.36;100.67;100.87;102.96;100.43
2024;Julio;1010201;Servicios de educación primaria;101.33;101.00;101.96;102.31;101.22;101.29;100.93;102.78;100.77
2024;Julio;1020001;Servicios de educación básica;101.72;102.01;101.98;102.82;101.02;100.88;99.82;104.22;101.27
2024;Julio;1020002;Servicios de educación diversificado;99.68;99.97;99.72;99.85;100.00;98.60;100.00;99.96;100.00
2024;Julio;1020003;Servicios de educación por cooperativa;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;1040001;Educación universitaria;100.09;100.01;100.00;100.00;100.40;100.00;100.00;100.35;100.00
2024;Julio;1050101;Tutorías;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;1050901;Cursos de Capacitación técnica;103.06;99.99;113.96;100.00;99.97;100.00;99.99;100.00;101.52
2024;Julio;1050902;Cursos de idiomas;99.70;99.54;100.00;99.92;99.88;100.00;98.54;100.00;100.00
2024;Julio;1050903;Cursos de informática;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;11;RESTAURANTES Y SERVICIOS DE ALOJAMIENTO;102.06;101.96;101.22;101.14;103.09;102.36;104.26;102.26;100.40
2024;Julio;1111101;Desayuno o cena simple (bebida y un acompañamiento);101.95;101.26;102.80;100.08;103.54;101.56;102.58;103.33;100.18
2024;Julio;1111102;Desayuno o cena continental (bebida y dos acompañamientos);100.44;100.93;100.03;100.13;100.00;102.40;100.00;100.00;100.00
2024;Julio;1111103;Desayuno o cena completo (bebida caliente y mas de dos acompañamientos);101.93;102.68;100.02;102.85;102.65;102.34;104.10;99.95;100.97
2024;Julio;1111104;Otro tipo de desayuno o cena;101.44;101.37;100.54;102.08;102.83;101.15;100.42;102.65;100.00
2024;Julio;1111105;Almuerzo simple (bebida, carne y acompañamiento) excluye gaseosa;102.05;102.48;100.94;100.59;102.66;103.20;105.01;102.40;100.38
2024;Julio;1111106;Almuerzo  simple (bebida y plato sin carne) excluye gaseosa;101.56;104.86;100.07;100.80;100.00;103.83;100.98;102.13;100.16
2024;Julio;1111107;Almuerzo  (bebida, entrada y plato con carne);103.54;100.65;100.00;100.00;108.01;100.15;123.08;100.00;100.25
2024;Julio;1111108;Almuerzo buffet;99.84;99.66;0.00;100.00;100.00;100.00;100.00;100.00;100.00
2024;Julio;1111201;Combos de comida rápida individual;100.72;100.35;100.01;100.21;102.35;101.50;101.23;99.10;100.00
2024;Julio;1111202;Combos de comida rápida familiar;100.80;101.25;100.25;100.00;101.89;100.71;100.62;100.58;100.00
